height,weight,chest_size,waist_size,size
166.97,60.0,L,M,M
168.3,64.4,L,L,M
159.11,50.2,S,,S
176.43,100.8,L,,XXL
163.88,62.8,M,,M
178.72,85.5,L,L,XL
168.0,66.0,M,M,M
168.05,65.8,M,M,M
158.5,53.6,S,M,S
165.22,64.3,M,M,M
161.65,51.4,S,S,S
177.49,71.9,L,L,L
178.4,72.4,L,L,L
179.87,108.9,,,XXL
169.14,64.1,L,M,M
180.62,91.3,L,L,XL
176.27,84.2,L,,XL
176.75,72.2,L,,L
181.04,104.7,L,,XXL
178.57,89.6,L,,XL
169.88,58.8,M,M,M
176.84,73.9,M,L,L
156.85,48.9,S,S,S
167.06,61.2,L,M,M
160.62,49.8,,S,S
167.6,62.5,M,L,M
163.76,61.4,L,L,M
168.62,64.5,L,S,M
158.05,51.7,S,S,S
185.28,108.7,L,,XXL
175.48,72.1,M,,L
184.14,107.4,L,L,XXL
161.85,66.6,L,M,M
177.38,80.9,L,L,XL
171.6,88.8,L,L,XL
164.88,66.5,M,M,M
179.71,92.1,,L,XL
169.43,59.8,M,M,M
176.52,103.6,L,L,XXL
186.8,107.5,L,L,XXL
178.24,86.2,L,,XL
156.05,51.7,M,S,S
175.69,87.9,L,L,XL
178.14,70.8,L,,L
180.52,111.4,L,L,XXL
166.48,58.9,,,M
165.47,63.8,,L,M
179.02,85.7,L,L,XL
174.6,71.2,L,M,L
167.73,61.2,M,M,M
157.84,57.3,S,M,S
185.29,82.4,L,,XL
184.63,85.4,L,L,XL
184.69,88.7,L,,XL
186.74,106.4,L,L,XXL
155.57,51.6,S,,S
172.96,70.0,L,,L
180.11,88.6,L,L,XL
176.0,73.6,L,L,L
154.04,51.5,S,S,S
156.63,52.0,S,S,S
165.76,62.7,S,M,M
161.92,48.4,,S,S
177.87,72.9,,L,L
188.59,102.3,,L,XXL
158.33,47.5,S,,S
175.86,73.1,M,,L
175.07,71.1,L,M,L
161.62,54.2,,S,S
168.7,64.0,M,M,M
165.96,62.2,L,S,M
172.54,70.8,L,L,L
177.2,86.2,,,XL
176.74,72.6,M,L,L
186.0,111.3,L,L,XXL
157.69,43.3,S,,S
181.49,84.6,L,,XL
176.0,84.5,L,L,XL
154.13,54.3,,M,S
178.37,92.2,L,L,XL
158.49,49.9,S,,S
166.71,64.6,M,M,M
176.1,73.5,M,M,L
173.54,68.9,L,M,L
160.57,48.2,S,S,S
171.84,73.0,L,,L
169.08,59.2,S,S,M
167.12,57.5,S,M,M
168.23,59.3,S,S,M
177.06,88.7,L,L,XL
161.94,50.9,S,,S
171.78,74.4,,M,L
156.06,55.2,S,S,S
176.18,71.4,L,L,L
180.92,84.4,L,,XL
180.25,109.0,L,L,XXL
158.4,54.3,S,,S
158.21,55.5,S,M,S
168.9,66.7,L,M,M
169.22,63.4,,,M
172.22,69.0,M,L,L
170.21,60.8,,M,M
175.06,78.0,M,L,L
160.61,65.3,M,L,M
180.0,81.9,L,L,XL
168.57,59.9,M,L,M
173.1,71.7,L,L,L
179.49,84.4,L,,XL
156.39,54.6,S,S,S
172.15,73.0,L,L,L
157.85,50.7,,,S
186.84,108.4,,L,XXL
159.82,50.9,S,,S
174.1,71.3,L,,L
180.61,84.1,,L,XL
181.03,105.4,L,L,XXL
168.9,62.0,M,S,M
157.46,51.6,S,,S
160.66,48.2,S,,S
180.56,90.5,,,XL
181.06,91.0,L,L,XL
170.84,71.9,L,,L
159.62,49.9,,M,S
179.75,103.8,,L,XXL
176.67,86.4,L,L,XL
153.59,56.3,S,,S
176.79,84.9,L,L,XL
155.66,52.2,M,,S
167.81,64.5,S,M,M
174.58,67.8,M,M,L
170.11,62.4,,M,M
158.37,48.5,S,S,S
160.12,50.6,,,S
179.81,72.8,L,,L
180.07,82.0,L,L,XL
184.15,107.7,L,L,XXL
176.36,73.1,L,L,L
174.12,70.3,L,M,L
174.49,71.2,,M,L
165.94,62.8,M,M,M
187.55,113.5,,L,XXL
158.1,50.2,,S,S
170.44,67.5,M,M,M
172.98,58.9,M,S,M
175.49,72.6,,M,L
179.88,83.6,L,L,XL
155.34,49.3,M,S,S
182.41,91.2,L,L,XL
181.78,79.5,L,L,XL
174.65,73.1,M,L,L
177.78,82.1,L,L,XL
176.03,74.5,M,L,L
165.3,63.5,,S,M
183.84,105.7,L,L,XXL
184.77,84.9,L,L,XL
156.96,49.8,S,S,S
175.45,84.0,L,L,XL
177.57,82.5,,,XL
174.33,70.9,M,L,L
183.59,89.8,L,L,XL
177.89,88.4,L,L,XL
174.19,75.4,,M,L
167.15,62.5,M,M,M
181.93,86.2,L,L,XL
181.44,87.8,L,L,XL
166.04,62.4,M,L,M
184.54,109.7,,L,XXL
168.41,66.2,M,M,M
173.41,76.5,M,,L
154.67,49.6,S,S,S
165.7,59.4,M,M,M
174.07,71.6,L,L,L
176.02,70.0,M,L,L
155.31,50.7,,M,S
168.71,60.6,S,M,M
177.56,68.6,M,L,L
157.19,54.5,S,S,S
183.06,85.7,L,,XL
169.28,60.8,,M,M
161.61,49.5,S,M,S
183.2,80.8,L,L,XL
155.8,51.5,S,M,S
168.33,64.7,M,M,M
153.35,51.7,S,S,S
178.04,87.2,,,XL
160.24,53.3,M,S,S
173.93,69.5,M,L,L
175.2,74.1,L,M,L
168.02,59.4,L,M,M
174.27,59.5,L,L,M
183.88,108.7,L,L,XXL
152.93,52.5,,S,S
174.36,72.9,M,M,L
156.1,53.1,S,S,S
171.17,62.0,M,,M
162.19,54.0,M,M,S
173.57,58.5,M,S,M
169.65,64.4,S,L,M
168.71,58.1,L,L,M
181.71,111.6,L,L,XXL
166.82,66.8,M,M,M
180.46,82.7,L,,XL
186.55,109.3,L,L,XXL
186.08,106.3,L,L,XXL
164.72,59.1,M,S,M
165.81,64.8,L,M,M
178.73,79.5,L,L,XL
173.87,64.4,,M,M
166.36,62.8,M,,M
156.88,54.7,M,S,S
169.99,63.3,M,S,M
176.34,73.6,,L,L
161.5,54.4,S,S,S
183.01,106.7,L,L,XXL
168.86,66.5,M,L,M
178.05,68.5,L,L,L
177.19,110.4,L,,XXL
177.71,73.9,M,L,L
163.85,49.6,S,S,S
173.64,70.8,,M,L
166.79,65.5,M,M,M
182.19,104.7,,,XXL
177.01,73.4,,,L
155.7,53.1,,S,S
167.44,62.2,M,,M
176.99,71.1,L,L,L
187.57,104.7,,,XXL
175.51,70.0,M,L,L
156.58,49.8,M,S,S
181.71,83.3,L,L,XL
164.44,52.6,S,,S
155.25,59.7,M,M,S
171.79,76.7,M,M,L
152.66,52.1,S,,S
167.35,62.1,M,,M
172.13,74.1,L,L,L
169.97,62.8,L,S,M
178.58,85.0,,,XL
165.08,61.7,M,,M
163.83,64.2,S,M,M
172.78,74.6,M,M,L
178.62,105.0,,,XXL
171.72,71.3,L,,L
182.56,83.3,L,L,XL
171.11,58.5,M,M,M
157.87,50.7,,,S
158.06,50.0,S,S,S
169.4,65.0,M,S,M
191.54,105.6,L,L,XXL
168.88,58.9,L,M,M
156.17,55.6,,S,S
177.56,108.0,L,L,XXL
155.76,51.8,M,S,S
179.67,88.6,L,L,XL
183.92,102.5,,L,XXL
180.75,84.8,L,,XL
168.85,62.7,L,,M
167.25,65.1,L,M,M
157.08,53.3,M,,S
168.22,59.8,L,S,M
181.72,107.3,L,L,XXL
152.15,50.6,,S,S
160.9,52.5,S,S,S
179.33,72.9,,,L
173.82,81.6,,,XL
160.47,52.6,M,S,S
165.57,63.0,,L,M
175.96,106.6,L,L,XXL
170.61,62.9,L,M,M
173.3,70.6,L,M,L
177.17,74.5,M,,L
176.25,73.5,L,L,L
159.91,50.9,M,S,S
165.89,63.9,S,M,M
168.77,67.8,S,M,M
186.59,99.9,L,L,XXL
169.5,61.2,M,L,M
181.18,83.7,L,L,XL
166.55,60.1,,,M
164.28,64.1,,M,M
174.36,70.8,L,L,L
156.1,53.0,,M,S
183.3,82.6,L,L,XL
155.11,51.7,,S,S
161.68,52.9,M,S,S
182.03,85.0,L,L,XL
186.95,107.0,,L,XXL
157.56,52.1,M,,S
174.97,74.2,L,L,L
168.29,62.8,M,M,M
178.51,81.6,L,,XL
180.67,89.7,,L,XL
176.56,73.9,L,L,L
183.85,84.9,L,L,XL
186.75,116.9,L,L,XXL
170.26,64.2,,,M
167.06,61.5,S,,M
176.4,77.9,L,M,L
157.72,50.0,S,S,S
173.7,73.2,L,M,L
157.44,53.2,S,S,S
183.45,79.9,L,L,XL
155.58,50.7,,S,S
177.44,85.2,L,L,XL
168.34,66.1,M,S,M
176.32,70.8,L,L,L
156.4,55.2,,S,S
176.77,73.2,L,L,L
176.75,73.0,L,L,L
184.54,104.3,L,L,XXL
178.11,88.6,L,,XL
178.58,90.1,L,L,XL
178.75,71.2,L,L,L
173.42,84.2,L,L,XL
175.54,75.3,,,XL
157.81,49.8,S,S,S
171.52,70.0,M,,L
187.08,107.7,L,L,XXL
170.46,67.8,L,M,M
173.08,70.9,,,L
176.87,102.8,L,,XXL
189.26,97.0,L,L,XXL
178.23,81.9,L,,XL
179.42,104.0,L,,XXL
174.15,78.3,L,,XL
168.64,66.0,M,M,M
159.2,51.0,M,,S
174.25,86.7,,,XL
179.19,92.0,L,,XL
183.58,107.2,,L,XXL
167.53,59.6,L,M,M
180.35,86.7,L,L,XL
177.94,67.4,L,,L
180.47,85.6,L,,XL
155.88,54.9,,S,S
170.7,70.9,L,,L
182.16,98.7,L,L,XXL
175.42,78.3,,L,L
158.01,52.1,S,S,S
175.49,74.8,L,L,L
178.89,82.8,L,L,XL
178.28,104.1,,L,XXL
164.49,59.8,M,M,M
179.76,112.5,L,L,XXL
169.82,64.6,L,M,M
180.08,101.5,L,,XXL
170.5,63.2,L,M,M
159.27,50.7,M,S,S
176.73,104.9,L,,XXL
189.02,85.4,L,L,XL
167.7,65.1,M,M,M
165.47,60.6,M,,M
168.09,62.7,M,S,M
172.4,74.4,M,L,L
175.03,77.7,M,,L
174.66,73.1,M,L,L
176.54,73.6,L,L,L
174.77,73.6,M,M,L
169.66,64.6,L,,M
153.25,48.9,,S,S
166.41,63.2,M,,M
179.72,83.7,L,,XL
157.17,51.9,S,,S
187.68,101.4,,,XXL
177.04,110.6,L,,XXL
184.86,100.8,L,L,XXL
191.47,109.8,,L,XXL
156.13,52.7,S,M,S
178.54,93.0,L,L,XL
179.77,72.7,M,,L
177.36,72.4,,,L
160.2,56.7,M,S,S
175.29,74.2,L,M,L
176.34,87.3,L,L,XL
167.44,67.3,M,L,M
174.24,81.2,L,L,XL
180.64,102.4,L,L,XXL
155.58,51.1,,S,S
186.73,105.5,L,,XXL
171.64,62.8,,M,M
180.3,72.1,M,L,L
178.93,75.9,,L,L
177.98,101.1,L,,XXL
156.59,51.2,S,S,S
178.54,70.2,L,L,L
156.23,51.8,S,M,S
177.75,85.4,L,L,XL
155.32,51.1,S,S,S
171.37,61.2,M,,M
176.58,85.4,L,L,XL
174.53,74.1,L,,L
167.2,64.9,S,S,M
177.34,82.2,L,L,XL
168.36,62.4,M,S,M
170.61,72.2,,L,L
172.5,77.5,L,L,L
168.24,64.5,L,,M
167.27,65.9,L,M,M
180.12,75.6,L,L,L
176.26,70.7,M,L,L
168.93,60.6,L,S,M
182.67,89.5,L,L,XL
178.97,85.6,L,L,XL
165.48,61.0,S,,M
177.5,72.2,,M,L
168.88,61.8,M,M,M
185.16,113.7,L,,XXL
178.26,86.4,L,L,XL
172.87,59.8,,M,M
156.12,51.7,S,,S
174.26,77.3,L,,L
183.61,83.9,L,L,XL
166.26,63.0,M,M,M
157.99,50.8,S,,S
188.71,109.0,,L,XXL
157.21,52.8,S,S,S
178.77,84.8,,L,XL
183.81,107.3,,L,XXL
178.15,86.6,L,L,XL
184.1,75.4,L,,XL
182.75,85.0,L,L,XL
179.24,82.6,L,L,XL
173.44,71.8,L,M,L
163.71,60.8,M,,M
168.26,62.6,M,M,M
156.38,53.0,M,,S
160.61,54.8,S,S,S
176.04,75.6,M,L,L
182.95,110.1,L,,XXL
157.73,49.7,,,S
181.58,88.2,,L,XL
174.55,87.7,L,,XL
169.52,62.9,M,M,M
158.86,51.0,S,S,S
169.99,59.5,,M,M
159.73,50.8,S,,S
179.2,90.1,L,L,XL
166.74,59.0,M,M,M
168.36,67.1,,,M
169.4,60.9,,M,M
182.54,86.0,L,L,XL
168.13,62.0,L,M,M
167.84,63.6,L,M,M
171.96,59.9,S,,M
181.73,102.4,L,L,XXL
189.44,107.3,L,L,XXL
160.52,57.7,S,S,S
158.42,48.1,S,M,S
178.83,89.5,L,,XL
174.9,68.9,,M,L
165.99,66.2,L,M,M
175.54,76.4,L,L,XL
162.48,58.1,L,M,M
177.7,74.9,M,L,L
179.98,82.3,L,,XL
155.16,51.1,S,M,S
165.44,61.0,M,S,M
165.82,62.5,L,M,M
151.27,56.8,S,,S
178.15,111.3,L,L,XXL
187.5,103.8,L,L,XXL
158.77,57.4,S,,S
180.0,72.8,M,M,L
173.22,75.7,L,L,L
174.99,76.5,L,,L
169.62,65.6,M,M,M
178.63,85.0,L,L,XL
181.44,104.6,L,L,XXL
185.18,86.7,L,,XL
155.8,54.4,S,M,S
162.91,61.1,M,S,M
175.13,69.5,L,L,L
178.25,83.3,L,L,XL
179.37,81.0,L,L,XL
154.47,52.1,,S,S
180.34,83.3,L,L,XL
168.64,63.3,M,L,M
180.03,79.9,,L,XL
187.92,87.9,,,XL
172.34,68.8,,L,L
169.16,69.1,M,,M
175.84,80.0,,L,XL
161.56,51.6,S,S,S
161.72,60.5,M,,M
170.06,87.6,,L,XL
183.76,85.4,L,,XL
175.07,73.7,M,L,L
172.45,73.4,L,,L
180.03,73.6,M,M,L
169.89,61.8,M,,M
181.14,83.5,L,L,XL
180.35,85.1,L,L,XL
175.37,72.3,M,,L
172.54,72.1,L,L,L
174.16,74.1,,L,L
178.88,71.5,M,L,L
183.9,84.5,L,,XL
174.07,69.3,L,,L
166.37,64.5,M,L,M
180.26,90.5,L,,XL
178.27,106.2,L,L,XXL
181.11,84.0,,L,XL
167.57,61.1,S,M,M
164.48,64.5,S,M,M
174.13,68.5,,,L
182.91,96.0,L,,XXL
174.38,69.0,M,,L
174.08,72.5,M,,L
155.49,48.6,S,S,S
178.31,70.1,L,,L
160.37,58.1,,S,S
168.81,64.7,S,M,M
192.93,94.0,,L,XXL
177.03,89.4,L,L,XL
186.04,105.2,,,XXL
188.86,98.6,,L,XXL
175.66,71.2,L,M,L
158.01,51.5,S,S,S
164.07,65.8,M,M,M
180.34,81.9,L,L,XL
180.48,89.9,L,L,XL
170.44,56.9,M,,M
185.55,86.9,,L,XL
152.71,56.1,M,M,S
180.82,110.6,L,L,XXL
174.35,78.3,,L,XL
182.48,85.5,L,L,XL
173.11,70.1,M,L,L
184.07,107.1,,,XXL
168.9,63.5,S,M,M
160.45,57.5,,S,S
168.85,64.9,,M,M
179.33,86.7,,L,XL
181.43,112.2,L,L,XXL
165.04,64.2,L,M,M
186.46,103.0,,L,XXL
180.38,81.5,,L,XL
157.33,53.7,S,S,S
188.13,100.6,L,,XXL
185.17,106.0,L,L,XXL
188.86,114.0,L,L,XXL
177.81,86.4,L,L,XL
155.3,51.0,S,S,S
166.86,66.9,S,M,M
167.81,63.6,S,,M
178.08,86.1,L,L,XL
183.23,83.9,,L,XL
156.41,50.7,S,M,S
160.03,49.2,S,S,S
185.34,77.5,L,,XL
160.05,55.9,,,S
179.84,89.0,L,L,XL
182.83,83.7,L,,XL
160.97,51.3,S,M,S
157.47,51.4,M,S,S
171.7,72.4,,M,L
160.25,54.7,,S,S
177.4,70.1,,,L
174.02,61.3,M,M,M
183.12,86.7,L,L,XL
179.09,82.1,L,L,XL
186.25,104.1,L,L,XXL
178.83,109.6,L,L,XXL
183.7,110.1,L,L,XXL
156.55,56.0,S,,S
158.36,49.5,M,S,S
159.06,55.7,S,S,S
173.71,74.9,L,L,L
168.46,61.8,S,L,M
172.06,71.5,,M,L
169.25,71.8,M,M,L
170.58,64.3,M,S,M
173.1,62.6,L,S,M
188.1,105.5,L,L,XXL
158.84,56.8,S,,S
175.71,74.4,M,L,L
171.27,70.7,,M,L
154.03,56.1,S,,S
163.3,62.3,M,M,M
161.14,50.2,S,S,S
185.53,97.8,L,L,XXL
155.57,52.1,,S,S
159.02,51.8,S,S,S
181.35,114.4,,L,XXL
177.08,87.8,L,L,XL
156.41,53.9,S,M,S
175.96,69.0,L,M,L
185.71,104.1,L,L,XXL
158.27,53.8,S,S,S
186.23,85.9,L,L,XL
160.54,51.6,S,S,S
180.31,81.6,L,L,XL
158.99,54.4,S,S,S
168.17,64.3,M,M,M
158.81,58.8,,S,S
165.87,66.5,S,M,M
182.64,83.8,,L,XL
170.16,63.7,M,L,M
171.01,71.5,L,M,L
165.12,62.3,L,M,M
157.05,53.4,S,,S
165.41,60.1,S,M,M
186.45,101.3,,,XXL
179.38,85.9,L,L,XL
160.0,51.5,M,M,S
174.95,73.2,L,,L
176.13,69.2,L,L,L
158.24,49.5,,,S
182.98,111.6,,L,XXL
154.97,54.1,S,S,S
183.95,86.9,,,XL
178.52,83.7,L,L,XL
172.6,84.0,,L,XL
172.46,68.7,M,M,L
175.6,75.3,,M,L
177.46,82.2,L,L,XL
175.99,72.2,,L,L
158.14,53.3,,M,S
168.17,67.6,M,M,M
166.18,62.7,L,S,M
162.75,61.3,M,,M
168.4,63.2,L,M,M
177.22,69.6,L,L,L
176.54,89.8,L,,XL
165.11,60.4,M,M,M
178.26,88.3,,,XL
158.27,52.8,M,S,S
186.67,86.7,L,L,XL
179.79,81.3,L,,XL
155.13,53.3,S,S,S
156.48,56.5,S,M,S
165.02,60.6,,M,M
159.55,55.1,,S,S
168.35,55.9,L,,M
168.87,61.7,L,M,M
187.46,106.4,L,L,XXL
165.08,57.8,,M,M
183.79,86.1,,L,XL
176.72,69.3,,L,L
187.31,108.1,L,,XXL
169.54,59.9,S,M,M
160.37,50.3,S,S,S
178.71,78.1,,L,XL
175.71,95.9,L,L,XXL
177.65,79.5,L,L,XL
174.54,72.7,M,M,L
175.37,73.1,L,L,L
178.79,107.6,L,L,XXL
156.47,51.1,S,S,S
170.16,61.2,,S,M
155.27,50.1,S,M,S
185.9,79.6,L,L,XL
167.13,64.5,,S,M
182.87,84.8,L,L,XL
156.45,49.7,S,M,S
181.48,84.2,,L,XL
155.92,52.6,,M,S
174.32,72.2,,,L
162.03,54.1,S,S,S
174.73,72.9,L,L,L
158.58,55.2,S,S,S
188.13,84.4,L,L,XL
179.11,82.4,L,L,XL
155.96,53.1,M,M,S
154.03,53.3,,S,S
167.33,62.8,,L,M
181.9,87.4,L,L,XL
178.63,77.5,M,M,L
173.28,74.3,L,M,L
162.85,61.4,M,M,M
180.74,88.5,L,L,XL
184.67,103.1,L,,XXL
178.98,107.0,L,L,XXL
155.87,53.2,,S,S
171.87,71.5,,M,L
169.75,61.7,L,M,M
174.67,70.9,L,M,L
175.24,73.6,L,M,L
172.72,74.9,L,L,L
154.34,55.1,S,M,S
153.9,55.4,S,M,S
181.45,85.3,L,,XL
168.87,65.6,M,M,M
175.82,70.5,M,M,L
185.14,111.3,L,L,XXL
156.39,51.8,S,S,S
183.03,83.4,L,L,XL
173.95,72.8,L,M,L
166.07,67.3,M,L,M
174.55,72.1,M,M,L
166.64,64.0,L,M,M
177.62,83.5,L,L,XL
176.21,82.3,L,L,XL
160.12,51.2,S,S,S
183.97,106.5,L,L,XXL
182.51,83.5,L,L,XL
181.47,88.8,L,L,XL
186.43,88.4,,,XL
174.36,68.9,M,M,L
177.5,74.1,M,M,L
176.71,86.0,L,L,XL
164.04,65.8,,M,M
183.21,87.3,L,L,XL
164.11,61.4,M,M,M
179.57,87.0,L,L,XL
185.63,112.6,,,XXL
181.29,88.6,L,L,XL
180.94,86.6,,L,XL
167.98,63.5,M,M,M
165.33,66.2,M,L,M
186.11,82.3,,L,XL
173.48,72.6,L,,L
156.0,55.3,M,S,S
174.9,88.7,L,L,XL
168.57,61.0,M,M,M
166.98,59.0,,M,M
184.15,112.0,L,,XXL
178.39,104.8,L,L,XXL
185.89,83.0,L,,XL
180.93,106.5,,L,XXL
169.66,62.0,M,M,M
180.65,86.4,L,L,XL
155.23,52.4,M,S,S
153.85,50.3,S,S,S
181.15,106.6,L,L,XXL
166.13,63.9,,M,M
157.69,52.9,,S,S
180.36,109.2,L,L,XXL
179.67,111.8,L,L,XXL
156.25,50.5,S,,S
167.55,58.1,M,M,M
171.73,73.6,L,L,L
158.64,53.4,S,S,S
185.41,103.2,L,L,XXL
164.26,64.8,M,M,M
175.67,84.7,,L,XL
172.57,69.6,M,L,L
182.66,105.4,,L,XXL
156.71,51.0,M,M,S
182.6,107.1,L,L,XXL
179.85,83.2,L,L,XL
177.3,73.5,L,,L
171.55,61.9,M,S,M
169.33,66.3,M,S,M
187.28,103.6,L,L,XXL
167.27,59.1,L,M,M
168.53,59.5,M,L,M
180.94,85.5,L,L,XL
183.11,101.6,L,L,XXL
177.01,80.8,L,L,XL
165.15,60.5,,,M
175.56,78.0,M,L,L
160.02,52.1,,S,S
175.42,70.5,M,L,L
181.11,106.9,,L,XXL
176.66,106.7,L,,XXL
179.11,86.0,L,L,XL
182.8,87.3,L,L,XL
156.65,52.4,,M,S
182.28,105.1,L,,XXL
188.74,101.2,L,,XXL
178.49,82.1,,L,XL
168.89,63.1,M,M,M
183.13,84.4,L,L,XL
163.49,67.0,L,S,M
152.71,55.6,S,M,S
185.15,115.6,,L,XXL
164.78,64.7,,S,M
170.45,60.7,S,L,M
168.7,59.8,M,,M
184.75,101.3,L,L,XXL
157.94,49.1,S,S,S
168.58,57.7,M,,M
156.57,52.7,S,,S
172.36,73.6,M,L,L
175.17,71.2,L,M,L
183.06,108.9,L,L,XXL
163.15,49.6,S,S,S
165.44,60.6,,M,M
167.33,66.4,L,S,M
172.02,67.9,S,,M
163.71,64.6,L,M,M
158.88,49.2,S,S,S
165.44,66.7,,S,M
156.64,52.1,S,M,S
154.51,47.1,S,S,S
169.07,63.8,M,M,M
169.03,72.2,,L,L
178.91,92.3,L,,XL
173.84,72.2,,L,L
157.87,52.1,S,S,S
164.93,61.1,,L,M
186.78,102.8,L,,XXL
157.39,53.0,M,S,S
183.13,87.3,L,L,XL
183.09,81.3,L,L,XL
173.53,77.4,M,M,L
159.24,52.6,,S,S
182.99,87.7,,L,XL
167.17,63.5,S,,M
179.07,105.8,L,,XXL
175.69,70.9,L,,L
155.87,54.3,,S,S
170.48,55.3,M,S,M
157.93,52.8,M,M,S
181.27,113.8,L,,XXL
156.18,56.7,S,,S
166.33,63.3,M,,M
167.92,59.9,M,M,M
182.96,115.1,,,XXL
179.14,86.1,,L,XL
173.89,74.4,M,M,L
174.6,73.5,L,L,L
168.28,64.7,S,S,M
181.8,108.7,L,L,XXL
157.99,50.8,S,M,S
186.97,110.4,,L,XXL
172.05,63.0,M,S,M
185.45,96.3,,L,XXL
156.8,52.5,M,S,S
187.52,103.2,L,,XXL
167.93,63.8,M,,M
182.47,106.5,,L,XXL
165.49,63.4,L,M,M
169.39,61.3,L,,M
184.24,102.3,,L,XXL
169.71,71.7,,L,L
165.5,61.5,L,L,M
179.63,87.5,L,L,XL
157.88,54.0,S,,S
165.69,62.1,S,M,M
154.31,51.7,S,S,S
168.86,57.4,M,,M
180.54,83.1,L,L,XL
179.09,106.6,L,L,XXL
174.34,74.0,L,,L
158.41,50.7,S,S,S
167.29,62.4,L,M,M
169.55,65.0,M,,M
170.14,64.0,S,M,M
179.58,89.1,,,XL
176.09,69.5,,L,L
168.79,75.1,M,L,L
175.08,72.3,L,L,L
174.31,72.1,L,,L
168.27,62.3,M,S,M
182.99,84.7,L,L,XL
154.81,50.8,S,S,S
179.61,106.0,L,,XXL
180.04,84.5,,L,XL
167.5,69.5,M,S,M
158.52,53.5,S,S,S
174.68,87.1,,L,XL
158.54,52.5,S,S,S
180.65,70.0,L,M,L
164.18,60.9,L,L,M
170.04,63.5,M,M,M
187.49,112.6,,L,XXL
175.81,73.9,L,L,L
169.54,60.4,S,,M
158.35,55.7,S,,S
168.85,63.7,M,S,M
161.5,60.2,M,S,M
182.32,87.9,L,L,XL
187.19,101.8,L,,XXL
156.98,51.2,S,M,S
161.24,58.1,,,M
188.5,106.1,L,L,XXL
174.12,76.6,M,L,L
155.5,50.9,M,S,S
175.74,78.4,M,M,L
174.96,87.8,,,XL
177.37,105.6,L,L,XXL
186.42,109.0,L,L,XXL
159.23,51.3,S,S,S
156.02,48.6,,,S
162.97,60.5,M,,M
175.75,83.5,,L,XL
157.0,55.1,,S,S
161.4,50.7,,M,S
158.7,52.3,S,,S
180.42,93.4,L,L,XL
187.81,99.0,L,,XXL
178.49,75.4,,L,L
181.18,88.2,L,L,XL
183.21,82.4,L,L,XL
160.84,53.4,S,,S
158.37,55.1,M,S,S
175.2,73.7,M,M,L
162.46,66.9,M,S,M
176.69,89.6,L,L,XL
167.8,65.2,M,M,M
159.35,51.7,,,S
158.18,47.9,S,S,S
181.22,107.3,L,L,XXL
156.07,48.4,S,S,S
158.29,47.2,M,S,S
168.88,64.2,M,S,M
177.11,87.5,L,L,XL
159.04,48.7,,M,S
176.62,70.2,L,L,L
155.03,54.8,S,S,S
184.39,91.9,,,XXL
171.33,72.2,L,L,L
173.24,72.9,,L,L
163.03,60.7,M,S,M
167.44,60.0,M,M,M
180.87,102.8,L,L,XXL
176.11,104.1,L,,XXL
170.8,62.1,L,M,M
155.99,47.9,,M,S
155.47,52.5,S,S,S
174.06,75.0,L,L,L
184.5,112.2,L,L,XXL
182.39,113.2,L,L,XXL
167.07,61.1,,L,M
175.21,73.9,,L,L
157.45,54.3,M,M,S
183.0,84.2,,L,XL
156.67,53.2,S,S,S
171.29,69.8,L,L,L
158.7,55.5,S,S,S
169.64,60.6,S,M,M
166.63,63.3,S,M,M
172.12,78.4,M,,L
159.25,49.1,S,M,S
181.55,109.5,L,,XXL
169.2,63.3,,S,M
171.28,63.1,M,S,M
179.68,82.9,L,L,XL
166.82,61.9,M,M,M
160.6,53.6,,M,S
183.26,101.2,L,L,XXL
175.02,71.8,L,M,L
167.26,63.6,,M,M
163.58,62.0,M,M,M
172.78,69.5,,L,L
180.94,83.5,,L,XL
158.95,55.8,S,M,S
179.02,85.7,,L,XL
172.74,71.5,L,M,L
179.83,88.3,L,L,XL
155.85,55.5,S,M,S
170.85,64.3,M,,M
184.09,99.6,L,L,XXL
151.59,49.6,M,M,S
176.3,72.8,M,L,L
154.69,49.4,,M,S
160.48,51.6,S,S,S
176.15,81.2,L,L,XL
182.68,106.1,L,L,XXL
178.0,80.7,L,L,XL
165.47,64.0,M,L,M
175.96,108.1,L,L,XXL
170.45,60.0,M,M,M
185.77,93.5,,L,XXL
170.71,68.6,L,,L
183.15,89.9,,L,XL
168.97,62.4,L,M,M
166.79,64.3,L,L,M
167.9,63.2,M,L,M
174.55,67.7,L,M,L
186.55,105.3,L,,XXL
183.27,86.9,L,,XL
167.71,61.6,,,M
168.41,61.4,M,,M
173.25,75.3,L,M,L
189.21,99.4,L,,XXL
159.75,53.2,S,S,S
162.94,62.7,M,M,M
154.97,53.2,M,S,S
165.32,61.8,M,M,M
186.4,103.4,,L,XXL
160.41,54.9,M,S,S
168.9,62.5,L,M,M
160.99,55.7,S,M,S
183.83,106.9,L,L,XXL
172.54,70.8,L,,L
171.13,74.6,,L,L
188.47,97.2,,L,XXL
178.51,83.1,L,L,XL
170.53,60.0,M,M,M
157.59,52.2,,S,S
172.49,70.5,M,L,L
176.46,76.2,L,L,L
178.97,75.1,L,M,L
168.81,61.6,,L,M
172.77,61.6,S,L,M
163.8,61.0,S,S,M
172.69,75.7,M,M,L
174.86,68.8,M,L,L
152.47,55.2,,S,S
177.62,80.6,L,,XL
154.18,52.4,S,,S
