height,weight,chest_size,waist_size,size
173.42,93.4,L,L,XL
179.73,106.7,L,L,XXL
181.19,89.2,L,L,XL
180.68,112.9,L,L,XXL
156.2,52.9,S,S,S
157.48,54.0,S,M,S
177.56,96.5,,L,XL
155.16,50.3,S,,S
178.3,78.8,L,,L
157.76,51.7,S,S,S
171.36,88.0,L,L,XL
183.34,85.7,L,L,XL
177.91,88.1,L,L,XL
181.73,101.9,L,L,XXL
184.22,108.2,L,L,XXL
186.16,116.5,L,L,XXL
177.6,90.7,L,L,XL
160.14,54.0,S,S,S
168.94,80.3,,M,L
160.78,54.3,S,M,S
175.11,91.9,M,L,XL
175.49,90.9,L,M,XL
159.5,51.4,S,L,S
157.62,53.0,,M,S
167.07,66.4,,,M
156.45,52.0,L,L,S
155.44,53.5,S,S,S
173.91,80.2,L,M,L
175.15,92.0,L,L,XL
172.14,77.3,L,M,L
174.69,89.3,L,L,XL
164.58,60.6,L,M,M
159.37,50.6,L,M,S
175.61,95.4,,L,XL
160.45,51.5,S,S,S
174.65,95.1,L,L,XL
162.93,51.5,S,S,S
177.47,108.2,,L,XXL
185.88,108.2,L,L,XXL
160.56,49.1,M,S,S
167.98,66.2,M,L,M
176.59,92.9,L,L,XL
158.98,55.6,L,S,S
161.11,64.0,L,,M
164.94,64.3,M,M,M
158.46,54.5,S,S,S
171.44,81.3,L,L,L
159.52,51.2,S,,S
170.73,75.4,M,L,L
164.62,52.3,S,,S
171.97,66.7,M,M,M
159.96,55.2,,M,S
170.36,67.0,M,,M
179.74,87.5,L,L,XL
175.91,75.3,,L,L
167.82,66.1,M,L,M
174.37,89.8,,M,XL
189.4,112.3,L,L,XXL
171.47,75.7,L,M,L
173.44,89.2,L,L,XL
172.34,80.8,L,L,L
179.57,109.2,L,L,XXL
170.12,64.2,,M,M
162.0,51.9,S,S,S
176.89,73.0,L,L,L
175.0,80.1,L,L,L
157.97,54.8,S,S,S
184.45,91.8,L,L,XL
175.22,105.7,L,L,XXL
166.71,68.9,L,M,M
177.45,78.1,L,M,L
159.32,55.0,S,S,S
179.31,118.0,L,L,XXL
165.16,70.9,M,,M
174.79,78.8,L,L,L
169.97,64.0,M,M,M
181.53,109.3,L,L,XXL
166.35,61.7,L,L,M
180.87,110.9,L,L,XXL
156.15,49.0,S,S,S
158.29,54.7,L,,S
175.35,78.7,L,M,L
154.89,54.6,S,S,S
179.2,90.9,L,L,XL
171.87,93.9,,M,XL
156.96,52.5,,L,S
174.97,91.5,,L,XL
168.2,63.5,M,M,M
159.82,59.2,S,S,S
179.59,93.3,L,L,XL
175.8,78.2,L,M,L
178.92,116.6,L,L,XXL
167.33,64.0,,M,M
158.3,52.6,S,S,S
158.68,50.0,S,M,S
167.81,66.7,L,M,M
166.42,63.7,M,M,M
168.56,66.3,M,L,M
176.43,78.0,L,L,L
170.24,75.9,M,L,L
174.53,77.5,,L,L
179.99,96.7,L,,XL
160.34,68.5,M,M,M
168.83,75.2,L,L,L
179.46,112.6,L,L,XXL
170.17,66.7,M,M,M
174.22,88.1,M,,XL
183.51,110.5,L,L,XXL
165.78,66.8,M,M,M
158.85,52.7,S,S,S
173.08,73.7,M,L,L
182.62,108.8,L,L,XXL
157.55,55.0,L,S,S
170.71,65.9,M,M,M
173.73,76.9,L,L,L
173.74,75.2,M,L,L
180.34,89.5,L,M,XL
155.46,58.7,,S,S
176.77,79.1,,,L
178.4,89.3,M,L,XL
163.26,65.4,M,M,M
158.88,51.8,M,S,S
156.03,55.8,S,S,S
183.69,111.5,L,L,XXL
166.8,64.0,L,M,M
179.62,102.6,L,L,XXL
163.42,53.1,S,M,S
178.83,83.3,L,L,XL
180.35,76.0,,,L
175.67,78.2,L,M,L
172.43,78.1,L,L,L
171.1,75.8,L,L,L
180.11,86.9,L,L,XL
172.45,76.9,L,M,L
163.96,46.0,L,M,S
173.23,77.5,M,M,L
168.02,65.6,M,M,M
166.56,72.3,,M,M
160.36,52.1,S,S,S
156.93,54.1,S,S,S
183.74,94.8,L,L,XL
165.76,65.3,M,M,M
164.66,69.5,M,M,M
175.76,81.7,,L,L
167.91,64.6,M,M,M
160.94,47.8,S,S,S
177.78,90.4,L,L,XL
174.33,77.9,L,L,L
165.51,63.3,,M,M
169.0,67.0,M,L,M
184.6,103.2,L,L,XXL
172.06,91.6,L,L,XL
167.2,64.7,M,M,M
181.59,107.7,L,L,XXL
173.69,77.5,L,L,L
184.04,120.9,L,L,XXL
181.56,92.3,L,L,XL
172.53,91.5,M,L,XL
160.91,52.2,,L,S
161.06,52.2,M,S,S
156.91,48.2,L,S,S
171.84,76.1,M,,L
176.57,93.6,L,M,XL
157.19,53.7,S,S,S
192.21,119.5,L,L,XXL
179.21,87.0,L,L,XL
178.29,94.6,L,L,XL
169.71,81.8,,L,L
172.26,61.8,M,M,M
177.13,91.2,L,L,XL
178.5,74.8,L,L,L
172.45,75.5,M,L,L
172.09,66.7,M,,M
178.73,114.4,L,L,XXL
154.44,53.1,M,S,S
172.58,78.8,,L,L
157.3,48.2,S,S,S
182.38,88.2,,L,XL
172.18,79.4,M,,L
188.65,117.0,L,L,XXL
185.02,116.1,L,L,XXL
174.34,75.8,L,M,L
168.74,65.3,M,L,M
170.16,69.5,M,M,M
156.85,53.2,S,S,S
161.5,53.0,S,S,S
154.81,50.6,S,,S
173.7,73.6,L,L,L
159.93,53.2,S,M,S
178.78,92.4,,L,XL
167.12,66.0,L,M,M
167.99,75.8,M,L,L
170.58,77.2,M,M,L
155.51,51.0,S,M,S
165.75,63.1,L,M,M
158.48,47.8,L,,S
165.51,66.8,M,M,M
167.65,62.6,,M,M
176.75,78.3,M,L,L
168.65,63.1,M,M,M
164.78,63.3,M,M,M
180.2,88.5,L,L,XL
179.93,84.0,L,L,XL
176.18,93.9,,L,XL
179.97,92.8,L,L,XL
177.25,90.4,L,L,XL
175.34,74.8,L,M,L
175.5,76.1,L,,L
176.42,90.0,L,L,XL
160.09,51.0,S,S,S
175.65,81.7,L,M,L
175.63,91.0,,M,XL
170.14,96.2,L,M,XL
157.69,54.7,M,S,S
165.55,64.7,,M,M
167.54,60.2,M,M,M
176.2,90.0,L,L,XL
182.54,104.1,,L,XXL
186.29,120.2,L,L,XXL
174.33,90.0,L,L,XL
172.69,93.3,L,L,XL
179.76,92.3,,M,XL
167.36,65.1,M,M,M
168.07,62.8,M,M,M
165.48,66.2,,,M
168.97,66.5,M,M,M
169.81,63.6,M,S,M
167.72,78.7,M,L,L
164.37,66.9,M,M,M
173.73,78.7,,M,L
174.68,88.9,L,L,XL
175.65,91.5,,,XL
170.6,77.8,L,,L
173.98,75.3,L,L,L
175.26,76.9,L,L,L
175.98,91.9,L,M,XL
173.33,73.7,M,L,L
172.25,77.5,L,M,L
177.82,115.0,L,L,XXL
170.78,104.4,,,XXL
171.82,83.5,L,L,L
168.42,65.6,M,,M
176.78,79.6,L,L,L
178.17,110.7,,L,XXL
159.58,52.1,,M,S
180.74,90.4,L,L,XL
176.15,77.1,,L,L
175.9,81.7,L,M,L
176.74,73.4,L,M,L
175.44,96.6,,L,XL
172.04,76.5,L,L,L
160.61,53.6,S,M,S
184.62,116.7,L,,XXL
180.9,117.6,L,L,XXL
173.41,81.1,L,L,L
161.45,51.2,S,S,S
174.54,95.3,L,L,XL
158.89,52.9,M,S,S
176.82,91.2,L,L,XL
173.76,76.9,L,L,L
170.88,75.0,L,L,L
167.88,80.5,,,L
179.95,96.4,L,,XL
185.59,96.8,L,L,XXL
164.23,52.3,S,,S
176.11,77.3,L,M,L
173.48,88.8,L,L,XL
176.58,91.7,L,M,XL
172.05,66.2,M,M,M
180.17,76.8,,L,L
170.34,69.4,M,M,M
158.96,55.1,,S,S
175.45,92.0,M,M,XL
180.81,88.5,L,L,XL
184.36,96.1,L,L,XL
155.62,51.5,L,S,S
175.09,75.4,L,M,L
173.86,77.6,M,L,L
166.97,66.9,,S,M
172.01,64.6,M,M,M
164.07,55.5,S,,S
184.48,108.9,L,L,XXL
162.0,54.1,S,S,S
161.73,54.3,M,L,S
157.28,53.0,,S,S
185.42,107.5,L,,XXL
165.82,65.6,M,M,M
172.36,81.2,L,M,L
171.57,78.6,,M,L
172.71,80.1,M,L,L
153.81,54.0,S,,S
156.84,56.2,S,,S
169.59,61.4,M,,M
173.87,73.1,,L,L
179.72,95.1,L,L,XL
175.09,110.1,L,L,XXL
169.32,66.4,M,M,M
168.93,64.6,L,L,M
164.32,61.7,L,S,M
169.97,78.4,L,L,L
188.75,102.4,L,L,XXL
179.56,93.2,L,L,XL
179.94,79.7,L,L,L
164.91,65.6,M,M,M
180.44,91.2,L,M,XL
167.97,67.7,,S,M
179.47,87.5,L,M,XL
183.43,111.0,L,L,XXL
185.67,108.1,L,L,XXL
181.0,113.5,,L,XXL
172.99,63.1,M,M,M
166.11,65.6,M,M,M
174.99,111.3,L,L,XXL
155.27,53.1,,S,S
166.85,63.1,,M,M
179.04,92.6,L,L,XL
160.81,49.0,,S,S
176.84,90.6,L,M,XL
152.12,51.6,,S,S
180.76,90.3,L,L,XL
164.14,63.1,M,M,M
167.14,66.6,M,M,M
169.12,78.3,L,L,L
186.01,107.1,,L,XXL
166.32,65.4,L,M,M
191.96,114.2,L,L,XXL
180.61,88.5,,L,XL
169.58,63.8,M,M,M
159.26,50.1,S,S,S
177.85,86.7,,,XL
166.99,61.0,M,M,M
160.68,53.4,M,S,S
178.97,90.9,L,L,XL
164.53,65.6,S,M,M
178.68,90.3,,L,XL
171.13,62.7,M,M,M
188.43,93.1,L,L,XL
170.14,78.3,L,,L
178.74,88.2,L,L,XL
168.97,63.8,M,L,M
177.27,78.5,M,L,L
176.38,110.8,L,L,XXL
166.01,64.6,M,L,M
172.52,77.3,M,L,L
180.76,116.3,L,L,XXL
179.62,89.5,L,L,XL
159.76,54.4,S,S,S
181.45,88.3,L,L,XL
177.05,103.4,L,L,XXL
170.76,75.6,L,L,L
172.73,82.4,L,L,XL
168.28,66.3,L,M,M
155.6,51.2,S,S,S
157.62,51.8,S,S,S
175.87,89.0,L,L,XL
177.91,92.4,M,L,XL
165.82,63.1,L,,M
176.27,92.7,L,,XL
164.09,61.9,M,M,M
171.88,78.5,M,L,L
180.93,109.1,L,L,XXL
184.06,109.4,L,L,XXL
173.63,96.3,L,L,XL
167.73,61.4,M,S,M
177.6,74.5,M,,L
177.83,91.1,L,L,XL
182.5,105.4,L,L,XXL
173.34,78.5,L,L,L
161.57,52.3,M,,S
182.71,89.9,L,,XL
175.14,76.3,L,M,L
184.29,112.3,,L,XXL
180.34,112.6,L,L,XXL
171.6,88.6,L,M,XL
171.68,79.7,M,L,L
173.62,73.2,L,M,L
164.49,65.4,S,M,M
171.82,73.6,L,M,L
155.52,52.1,S,S,S
154.39,54.2,M,S,S
175.32,90.9,L,L,XL
180.35,73.7,L,L,L
162.42,50.4,,S,S
161.15,51.6,M,S,S
174.36,89.8,L,M,XL
149.72,55.4,S,S,S
173.15,75.1,M,L,L
177.46,95.5,L,,XL
180.32,89.0,L,M,XL
165.86,61.5,L,M,M
177.1,86.2,L,L,XL
159.89,52.0,,L,S
176.73,74.1,L,,L
181.64,105.2,L,L,XXL
176.88,78.4,L,L,L
168.93,64.4,,M,M
156.49,54.1,,S,S
172.91,78.7,M,L,L
166.57,65.5,,M,M
174.16,77.9,M,M,L
175.05,76.3,L,M,L
167.1,61.2,S,M,M
180.51,92.8,,L,XL
170.26,75.9,L,M,L
170.2,78.1,L,M,L
183.09,104.0,L,L,XXL
173.53,77.6,,L,L
168.57,75.7,L,L,L
179.42,92.8,L,L,XL
188.84,117.0,L,L,XXL
182.34,107.1,,L,XXL
158.42,51.8,S,M,S
159.62,52.2,M,,S
158.17,52.0,S,M,S
167.29,62.1,,M,M
168.8,76.3,L,,L
173.31,75.2,M,L,L
188.4,111.2,L,L,XXL
173.6,77.5,M,L,L
170.59,78.6,,M,L
177.53,95.6,,L,XL
178.89,89.5,L,L,XL
167.3,62.4,L,L,M
170.18,78.3,M,L,L
173.7,77.4,L,L,L
179.77,86.8,L,L,XL
171.22,94.4,,M,XL
171.56,79.4,L,L,L
160.69,51.2,S,S,S
177.42,105.4,L,L,XXL
173.74,75.1,L,M,L
179.78,116.0,L,,XXL
176.77,95.0,L,,XL
173.9,78.8,L,L,L
184.46,119.7,L,,XXL
176.86,90.8,L,,XL
183.65,115.3,L,L,XXL
166.35,65.1,M,M,M
187.47,118.2,,L,XXL
171.18,74.7,L,L,L
181.5,119.3,L,L,XXL
161.05,53.9,S,S,S
163.19,67.3,L,M,M
183.42,107.6,L,L,XXL
168.15,66.6,M,L,M
172.03,64.6,M,M,M
178.55,91.9,L,,XL
182.5,105.9,L,L,XXL
168.25,63.0,M,M,M
174.38,105.3,L,L,XXL
183.71,89.8,L,L,XL
168.84,63.2,M,M,M
185.13,113.6,,L,XXL
185.29,104.7,L,L,XXL
155.47,54.9,S,S,S
169.38,81.6,L,,L
186.96,108.8,L,L,XXL
181.22,78.6,M,M,L
165.84,63.0,L,L,M
178.65,117.0,L,L,XXL
171.92,91.4,L,L,XL
181.18,112.4,L,L,XXL
175.11,72.3,L,L,L
165.25,64.6,M,S,M
170.91,63.4,M,M,M
168.79,64.9,M,M,M
158.44,53.4,M,S,S
193.59,113.4,L,,XXL
168.37,66.7,M,S,M
167.55,69.2,M,S,M
180.58,110.2,L,L,XXL
175.62,87.8,L,,XL
179.6,92.5,L,,XL
179.22,78.2,L,L,L
186.6,111.8,,L,XXL
162.64,64.7,S,M,M
189.42,112.6,L,L,XXL
176.71,76.8,L,M,L
173.56,93.4,,L,XL
163.03,52.2,L,,S
174.0,63.6,L,S,M
173.59,90.7,L,M,XL
177.12,95.0,L,L,XL
160.03,54.0,S,,S
176.82,72.7,,L,L
165.22,54.5,M,L,S
173.37,78.9,M,M,L
183.63,115.0,L,L,XXL
171.06,75.6,M,L,L
182.25,114.0,L,L,XXL
164.9,64.9,M,S,M
157.08,51.8,S,M,S
156.34,50.6,S,M,S
183.93,103.0,L,L,XXL
164.41,68.6,M,S,M
180.8,78.9,L,L,L
176.06,90.8,L,L,XL
170.74,64.5,M,M,M
170.98,63.8,,M,M
177.26,90.3,L,L,XL
154.5,51.3,S,S,S
160.65,51.0,S,M,S
183.78,110.2,L,,XXL
181.91,94.3,L,L,XL
180.56,90.6,L,L,XL
176.84,89.3,L,,XL
178.37,112.9,L,L,XXL
171.65,79.9,L,L,L
172.56,65.2,M,M,M
174.97,95.1,L,L,XL
175.64,112.4,L,L,XXL
170.63,64.3,,,M
160.42,54.6,S,S,S
181.04,107.7,,L,XXL
163.8,51.9,L,L,S
167.08,64.9,M,M,M
176.58,95.1,L,L,XL
171.04,65.7,M,M,M
184.01,110.4,L,L,XXL
183.79,85.1,L,L,XL
155.3,48.7,S,S,S
183.75,109.6,L,L,XXL
174.86,79.6,L,L,L
173.29,95.7,L,L,XL
183.17,108.1,L,,XXL
181.41,95.4,L,L,XL
168.89,67.9,,S,M
184.54,87.5,L,L,XL
178.7,90.7,L,M,XL
182.11,114.6,,L,XXL
159.9,53.3,,M,S
166.28,62.3,M,L,M
178.14,74.6,L,L,L
174.03,88.9,L,L,XL
169.67,66.3,,M,M
163.43,61.3,M,M,M
179.98,86.8,L,L,XL
169.65,66.7,M,,M
158.1,53.1,S,M,S
189.1,105.8,,L,XXL
171.75,98.8,L,L,XL
157.52,49.1,M,S,S
178.51,86.5,,L,XL
184.27,104.5,L,L,XXL
167.75,60.7,M,,M
173.44,90.1,,L,XL
165.84,62.8,M,,M
165.47,65.4,M,,M
167.82,78.1,M,L,L
168.13,64.7,M,M,M
158.88,52.3,,L,S
185.6,109.4,L,L,XXL
180.68,108.1,L,L,XXL
157.9,51.9,S,S,S
157.81,54.4,S,M,S
179.78,91.1,,L,XL
186.07,121.0,L,L,XXL
176.11,89.3,L,L,XL
182.82,109.3,L,,XXL
168.27,65.3,M,,M
162.8,63.7,,S,M
168.02,61.5,M,M,M
182.71,85.5,L,L,XL
168.4,87.4,L,,XL
158.81,53.8,L,S,S
171.0,63.5,,L,M
165.09,67.6,L,M,M
178.18,73.1,L,,L
159.71,52.9,,S,S
185.26,104.2,L,L,XXL
157.06,51.9,S,S,S
171.55,64.7,M,,M
172.57,73.3,L,M,L
177.49,101.2,L,L,XXL
168.8,62.7,,L,M
177.93,92.4,L,M,XL
169.82,66.9,M,L,M
156.51,52.7,S,S,S
175.89,93.9,L,,XL
168.5,64.2,,M,M
167.2,67.8,,M,M
168.07,64.1,M,M,M
157.61,54.7,S,S,S
180.52,92.6,L,L,XL
180.84,96.7,L,L,XL
160.54,53.1,M,,S
167.89,77.5,L,M,L
168.92,67.9,M,M,M
164.55,63.5,S,M,M
185.44,109.5,L,L,XXL
184.64,111.9,L,L,XXL
170.76,76.3,L,L,L
169.51,62.0,S,M,M
183.01,119.0,L,L,XXL
174.61,111.8,L,L,XXL
153.31,53.1,,S,S
176.32,94.0,L,L,XL
166.46,66.6,M,M,M
181.3,117.1,L,L,XXL
158.58,49.8,S,S,S
177.29,93.9,,M,XL
171.11,65.8,L,,M
170.35,61.7,M,L,M
165.56,64.0,L,M,M
173.16,75.9,M,L,L
167.82,68.4,M,M,M
157.26,52.4,M,M,S
180.63,91.6,L,L,XL
165.19,63.5,M,M,M
173.88,74.7,L,L,L
170.54,67.0,,M,M
166.04,64.1,,M,M
156.62,49.6,,S,S
160.99,52.3,,,S
172.69,78.6,L,L,L
173.3,75.6,L,M,L
182.81,91.1,L,L,XL
163.9,65.3,M,M,M
171.15,77.4,M,L,L
175.91,92.2,L,L,XL
172.51,74.2,L,M,L
177.31,80.0,L,,L
183.05,91.1,L,L,XL
173.42,73.5,L,L,L
175.87,96.0,,L,XL
176.0,90.8,L,L,XL
172.08,77.2,M,L,L
173.82,77.6,L,L,L
170.51,63.1,S,M,M
182.86,92.0,M,L,XL
158.05,51.9,M,M,S
179.9,88.6,,M,XL
164.24,65.4,,M,M
178.35,118.2,L,L,XXL
176.55,93.3,L,L,XL
162.16,52.0,,,S
171.9,75.1,L,L,L
163.52,66.6,M,S,M
180.34,91.9,L,L,XL
170.11,59.9,M,M,M
172.54,62.5,M,L,M
161.51,52.7,S,S,S
179.65,115.5,L,L,XXL
163.02,63.1,M,M,M
175.96,90.1,,L,XL
187.53,110.6,L,L,XXL
163.79,65.6,,M,M
157.08,54.3,S,S,S
172.53,82.3,M,L,L
163.57,48.5,S,S,S
170.47,66.4,M,M,M
177.4,74.7,L,L,L
161.94,53.9,L,S,S
164.37,51.1,S,M,S
182.39,92.7,L,L,XL
171.02,61.2,M,L,M
174.55,85.6,L,,XL
158.32,50.7,S,S,S
167.22,65.7,M,M,M
171.88,76.5,L,M,L
179.49,111.8,L,L,XXL
160.71,50.6,S,,S
172.34,75.9,L,M,L
163.84,64.6,L,M,M
181.03,92.0,,M,XL
182.57,86.5,L,L,XL
176.27,91.7,L,L,XL
163.31,55.1,S,M,S
169.47,61.2,,M,M
158.12,49.0,S,S,S
164.91,62.1,L,L,M
181.52,109.6,,L,XXL
173.72,79.0,L,M,L
170.92,65.5,L,M,M
158.29,50.7,,L,S
185.32,105.2,L,L,XXL
159.42,53.5,,M,S
171.19,60.6,M,M,M
166.91,67.6,M,M,M
178.83,92.1,L,,XL
171.55,66.5,M,M,M
173.65,90.7,L,L,XL
153.46,50.9,S,S,S
173.62,81.4,M,M,L
167.53,68.2,M,M,M
178.72,90.6,L,L,XL
164.15,64.4,M,M,M
170.77,75.3,L,L,L
161.59,69.4,M,M,M
157.89,54.5,S,L,S
179.67,92.8,L,L,XL
177.08,77.5,L,M,L
178.23,93.8,L,L,XL
176.19,95.4,L,L,XL
174.5,93.4,L,L,XL
178.66,93.1,,L,XL
178.33,92.4,L,L,XL
174.57,111.9,L,L,XXL
174.48,78.8,M,L,L
178.69,110.5,L,L,XXL
181.01,92.6,L,L,XL
167.95,65.6,L,M,M
161.33,52.8,S,,S
159.96,54.0,S,L,S
176.86,97.9,L,,XL
181.45,90.5,L,L,XL
180.22,99.4,,L,XXL
181.75,118.3,L,L,XXL
159.83,48.6,S,S,S
160.77,55.8,M,L,S
167.04,64.3,L,,M
159.98,53.9,S,L,S
164.44,49.4,S,S,S
182.39,112.6,L,L,XXL
170.05,95.9,L,,XL
170.95,65.1,M,M,M
181.6,112.9,L,L,XXL
165.03,62.9,M,M,M
171.07,89.8,,L,XL
171.83,76.3,L,L,L
177.25,89.3,,L,XL
174.53,88.1,L,L,XL
187.38,94.3,L,,XL
169.85,93.9,L,L,XL
177.54,74.8,L,L,L
180.54,105.0,L,L,XXL
164.92,67.6,M,,M
168.45,64.1,M,M,M
161.79,53.2,S,S,S
172.3,78.2,M,M,L
156.89,51.8,S,,S
177.79,93.2,,L,XL
183.41,110.2,L,L,XXL
156.26,52.7,S,S,S
165.75,66.3,M,M,M
174.18,79.0,M,L,L
170.25,65.3,,,M
182.13,117.5,L,L,XXL
186.14,113.3,L,L,XXL
158.77,55.6,S,M,S
168.35,64.8,,M,M
166.03,70.0,L,L,M
164.0,60.8,L,,M
165.87,65.9,,,M
165.98,68.4,M,,M
186.95,109.4,L,L,XXL
187.99,114.4,L,L,XXL
168.86,62.2,M,,M
179.75,91.2,L,L,XL
158.07,57.3,S,S,S
188.16,114.7,L,L,XXL
154.93,51.0,S,,S
180.06,117.7,L,L,XXL
180.18,104.6,L,L,XXL
173.77,63.8,,L,M
180.84,88.1,M,L,XL
176.27,92.6,L,M,XL
175.5,92.0,L,L,XL
186.0,92.3,L,L,XL
155.1,58.8,L,S,S
178.37,91.9,M,L,XL
171.41,78.9,L,M,L
165.54,65.0,L,,M
157.12,52.3,S,S,S
177.89,91.1,L,L,XL
169.92,81.0,M,L,L
181.2,105.7,L,L,XXL
178.54,88.9,L,L,XL
160.1,50.2,S,S,S
174.55,82.5,L,M,L
179.21,84.0,L,L,XL
174.95,77.6,L,L,L
178.66,90.5,L,L,XL
181.31,92.9,L,L,XL
165.53,62.5,M,L,M
166.38,59.9,M,M,M
181.57,88.8,L,,XL
164.68,66.5,M,M,M
181.07,93.7,L,M,XL
175.43,76.6,L,L,L
156.48,51.6,S,L,S
168.34,73.2,M,,M
172.55,72.1,M,M,L
169.27,68.0,L,M,M
159.14,51.8,S,L,S
181.91,90.3,,L,XL
179.65,88.3,,L,XL
165.42,64.2,,M,M
179.19,95.0,L,L,XL
173.28,78.9,L,M,L
174.76,79.6,M,L,L
177.39,89.7,L,L,XL
170.28,64.4,M,M,M
177.56,92.1,L,,XL
176.1,91.9,L,L,XL
166.26,66.6,L,L,M
158.02,54.3,L,S,S
170.4,75.4,L,L,L
183.97,118.2,L,L,XXL
160.83,51.1,S,L,S
170.03,65.3,M,L,M
159.09,53.6,S,L,S
179.49,86.5,M,L,XL
160.27,67.2,L,L,M
164.66,64.1,M,,M
170.62,89.8,L,M,XL
153.92,57.2,M,S,S
158.93,51.8,M,S,S
171.0,77.8,,L,L
165.29,52.8,S,M,S
163.9,60.6,M,M,M
176.81,97.2,L,L,XL
157.92,54.8,S,M,S
163.71,66.6,M,M,M
181.76,86.4,L,L,XL
174.07,93.4,,L,XL
171.46,76.8,,L,L
160.69,51.0,S,S,S
186.24,94.9,L,M,XL
165.52,63.2,,M,M
173.3,77.7,,L,L
181.72,87.1,,L,XL
177.55,87.3,,L,XL
185.0,108.5,L,L,XXL
184.15,116.0,L,L,XXL
162.69,66.2,L,L,M
176.18,90.6,,M,XL
174.95,77.0,L,L,L
180.18,92.5,L,L,XL
168.99,66.7,M,L,M
178.03,93.0,L,L,XL
168.06,64.4,M,,M
174.69,95.9,L,L,XL
186.1,114.5,,L,XXL
161.48,50.9,S,S,S
179.13,103.6,L,,XXL
175.06,110.3,L,L,XXL
157.59,48.3,S,S,S
157.79,47.3,L,,S
172.94,71.3,L,M,L
153.62,52.4,L,S,S
187.87,113.2,L,L,XXL
163.08,55.7,L,,S
179.62,104.7,L,L,XXL
178.59,92.8,L,L,XL
177.58,112.4,L,L,XXL
154.36,50.6,S,,S
161.96,51.1,S,S,S
178.95,104.1,L,L,XXL
178.81,73.6,L,L,L
172.82,93.5,M,L,XL
168.0,63.5,M,L,M
166.58,68.6,,L,M
172.87,77.6,L,L,L
187.5,109.8,L,L,XXL
169.22,77.1,L,L,L
154.41,50.7,S,L,S
166.07,67.6,L,,M
180.39,94.1,L,L,XL
183.82,109.6,L,L,XXL
178.7,80.6,M,L,XL
179.03,83.6,,L,XL
183.27,90.3,L,M,XL
174.78,80.0,L,M,L
192.01,109.3,,L,XXL
167.15,75.5,M,M,L
162.32,49.4,S,S,S
170.01,64.3,M,L,M
182.7,87.6,L,L,XL
166.32,64.3,L,M,M
156.23,52.4,S,S,S
175.85,109.8,,L,XXL
174.72,76.3,,L,L
175.12,81.9,M,,L
181.56,112.0,L,,XXL
169.53,75.3,L,,L
156.1,53.8,,S,S
171.83,76.3,,,L
168.76,75.9,L,,L
180.67,75.1,,L,L
174.8,77.7,L,L,L
167.1,66.6,M,M,M
164.23,62.1,L,S,M
155.09,50.7,S,S,S
165.31,63.8,,L,M
162.78,65.2,M,M,M
172.02,78.1,M,L,L
174.48,89.4,L,L,XL
179.23,112.7,L,L,XXL
174.32,91.9,L,L,XL
166.18,67.4,M,M,M
184.35,105.6,L,L,XXL
154.47,50.3,L,,S
158.02,52.6,L,S,S
169.5,64.8,M,L,M
179.24,90.0,L,L,XL
181.23,87.2,M,L,XL
177.19,89.5,L,,XL
176.42,88.9,L,L,XL
163.1,64.0,,M,M
157.77,49.0,M,L,S
181.93,120.4,L,L,XXL
167.91,65.9,,M,M
171.01,73.7,L,L,L
174.44,86.9,L,L,XL
181.32,115.8,L,L,XXL
156.44,53.5,S,L,S
154.98,53.1,L,S,S
183.36,111.1,L,L,XXL
177.44,86.2,,L,XL
174.93,78.1,L,L,L
175.6,103.7,L,L,XXL
171.2,82.7,L,L,XL
183.74,86.2,L,,XL
167.6,66.3,L,M,M
177.06,74.6,L,L,L
180.64,90.7,L,,XL
174.84,78.1,L,M,L
174.45,91.1,,L,XL
179.36,88.3,L,L,XL
157.69,52.9,L,S,S
175.34,92.7,L,,XL
185.8,114.3,L,L,XXL
166.47,62.4,L,M,M
171.19,65.0,L,,M
171.88,65.8,,M,M
187.46,110.2,L,L,XXL
162.34,52.0,S,,S
158.52,53.3,S,S,S
176.72,115.4,L,L,XXL
174.23,78.8,L,M,L
175.77,77.5,L,M,L
176.62,87.6,L,L,XL
171.96,75.4,L,,L
190.59,118.7,,,XXL
169.3,66.0,,S,M
162.88,52.3,S,S,S
182.87,94.2,,L,XL
177.73,93.4,L,L,XL
167.77,60.8,M,M,M
157.58,53.4,M,S,S
175.4,75.8,M,L,L
184.54,88.4,L,L,XL
171.39,77.5,L,L,L
184.19,105.9,L,,XXL
155.85,54.7,S,L,S
170.77,65.7,M,S,M
181.1,89.9,L,L,XL
175.79,87.6,M,,XL
175.0,83.2,L,L,XL
177.7,95.0,L,L,XL
173.21,91.6,L,,XL
181.42,91.3,L,L,XL
174.02,76.1,,L,L
157.18,55.8,M,S,S
177.11,77.8,M,M,L
156.33,52.4,S,,S
176.59,92.2,L,,XL
159.82,52.1,S,,S
157.43,52.2,,M,S
184.58,91.6,L,,XL
170.36,64.5,L,M,M
168.29,66.9,,M,M
160.98,52.9,S,S,S
169.8,62.2,M,M,M
156.11,54.7,,,S
175.91,82.4,L,L,L
162.18,51.6,M,S,S
179.39,90.2,M,L,XL
168.79,66.8,M,M,M
159.71,50.9,S,L,S
155.43,52.5,L,S,S
178.68,92.3,L,,XL
177.27,91.1,L,L,XL
181.5,94.5,,L,XL
172.77,95.6,L,,XL
179.89,77.7,L,,L
177.57,75.4,L,L,L
168.83,66.2,M,,M
161.92,49.1,,L,S
